Timestamp,Aimag,Title (100),Title Korean (100),Description Korean (255),Description (255),About ,About Korean,Cover (Link),Thumbnail (Link)
1/25/2023 5:55:35,Govi-Altai,Mongolian sand,몽골 모래,"고비알타이 아이막의 자르갈랑, 바양오올, 후흐머르트 솜 그리고 잡항아이막의 알다르항솜에 위치하는 사막이다. ","Mongolia Els is the largest sand field in our country, covering an area of about 3,000 square kilometers, stretching for 300 km across Gobi-Altai and Zavkhan provinces. In the sand deposits, there are all kinds of distinct depressions, such as ridges, hollow ridges, ridges of dunes, ridges of ridges, high dunes with tzatsuvargan peaks, and covers. Along with the Zavkhan river flowing along the northern edge of the Mongolian sand, there are many such as Ereen, Ajig, Sang Dalya, and Gun. The natural beauty of the lake has created a unique combination of ecosystems. Black and white sul, which are the main plants of sandy grasslands in Mongolian sand, grow only with soil moisture, regardless of rainfall or drought. That's why local people worship Mongolian sand as it protects them from drought. Locals also believe that there is a legendary snail. People who try to cross the Mongolian sands disappear without a trace.",,,demo/landmarks/Монгол элс 1.jpg,demo/landmarks/Монгол элс 2.jpg
1/25/2023 6:27:39,Govi-Altai,Hasagt Khairkhan Uul,하삭트 하이라항 산 ,해발 3000m 이며 해당 산에 모래와 초원이 어우러져 있다.  ,"Khasagthairkhan consists of two parallel ridges with sharp jagged sides and sharp peaks. In total, Khasagt Bogd mountain, its adjoining Dund Khasagthairkhan, East Hasagthairkhan, Bogd, Dund Bogd, and East Bogd mountain ranges have deep gorges, sharp peaks cut through mouths, steep cliffs, craggy rock gorges, smooth glacial boulders, and avalanches. contains the appearance of mountains. Hasagthairkhan has many large and small limestone and marble cave tunnels. Khasagthairkhan is a region rich in water networks. The stream that originates from the summit reaches the edge of the foothills and sinks into the sedimentary soil. In the plains there are sand dunes, but at an altitude of 2,200-3,000 meters there is a steppe zone, and there are 100 square kilometers of forests. At an altitude of more than 3000 meters, there is a roof belt. It is rare for one mountain to have steppe and forest-taiga regions. Flowering and herbaceous plants such as mugez, avnis, shimers, ortuuz, kuvilangi, golden weld, Altai jamyaanmyadag, yellow and blue yargui, bellflower, barked flower, shield, sed, and dedeg grow abundantly. There are new forests, birch and aspen groves. There are rare protected animals such as deer, argal, ibex, leopard, marten, hoilog, elk, vulture, etc. in Khasagt Khairkhan mountain. Hasagthairkhan mountain is 3578 meters above sea level. Zhargalan Sum, located 80 kilometers from Altai, the capital of Gobi-Altai province, is located in the middle of beautiful mountains. Khasagthairkhan mountain rises to the north. In this mountain environment, the hot spring with various healing properties is very interesting. A part of Mongolia's great sand is in this area.",,,demo/landmarks/Хасагт Хайрхан уул 2.jpg,demo/landmarks/Хасагт Хайрхан уул 2.jpg
1/25/2023 6:34:01,Govi-Altai,Back of Aj Bogd,아즈 벅드 산맥 ,울란타바로에서 1001km 떨어져 있다. 해발 3802m 높은 산맥이다. ,"Azhbogd Mountain, located in the Altai Sum region of Gobi-Altai Province, 1001 km southwest of Ulaanbaatar, is a branch mountain of the Mongolian Altai Mountains, and the highest peak is 3802 meters above sea level. Inder, Gishuuntei, Ikh Gol, and Urt and Dorelji rivers flow from the Ajbogd mountain range. It has mountain brown, light brown, Gobi brown, saltmarsh, desert brown and gray soils. Plants such as sedge, leguminous, and shrubby plants, such as sedges, sedges, sedges, sedges, sedges, sedges, sedges, aniseeds, poplars, sedges, sedges, nettles, yellow trees, sedges, sedges, sedges, leeks, and humuls, are grown mainly. There are animals such as argal sheep, ibex, plains, lynx and black-tailed gazelle. 116-138 millimeters of precipitation falls in the mountains in summer.",,,demo/landmarks/Аж богдын нуруу1.jpg,demo/landmarks/Аж богдын нуруу 2.jpg
1/25/2023 6:46:51,Govi-Altai,Eren Lake,에렝호수,"고비알타이 아이막의 자르갈랑 솜 구역에 위치하며 사방이 사막언덕으로 둘러 싸여 있는 아름다운 호수이다. 잡항 강물이 에헹호수에 흘러 들어가 해발 1.450 m 고도에 위치하며, 크기는 4km2 이다. 에렝호수를 둘러싼 사막 언덕 넘어 푸른 초원이 이어지는 것이 자연경관을 더 돋보이게 한다. ","Located 1150 km away from Ulaanbaatar city in the Zhargalan Sum area of Gobi-Altai Province, it is a unique beautiful lake surrounded by sand dunes on all four sides and fed by the Zavkhan River. It is located at 1450.5 meters above sea level and has an area of 4 square kilometers. On the other side of the sand dunes that surround Ereen Lake, the flowers and vegetables are motley to resemble the khanga region, and the water birds gather in the reeds and willows, enhancing the natural beauty of the environment. Ereen Lake is a unique structure that is not covered by sand and does not become cloudy even if sand falls into the lake water. It is strange that on a windy day, every grain of sand is blown away by the wind, and the sand dunes seem to move, but the water of Ereen Lake is crystal clear. Thirsty travelers look at Ereen Lake and wonder if the water has come out of the lake. Aagim is a unique world where there is a clear blue lake in the middle of hot dry sand. At a distance of 6 km to the west from the lake, Duroo Lake is separated by a sand dune. In the valley on the west side of the lake and the large sand dunes behind it, there are black-tailed deer, gazelles, wolves, foxes, manatees, and cormorants. In warm weather, many species of waterfowl gather in the lake, and five-headed animals roam around the lake, adding to the beauty of the lake.",,,demo/landmarks/эрээн нуур 2.jpg,demo/landmarks/эрээн нуур.jpg
1/25/2023 7:14:54,Govi-Altai,Sugar head,샤하르 톨거이 ,샤하르 톨거이 암각화는 고비알타이 아이막에 위치한다.,"On the southeastern slope of the small rocky head called Shaahar, located in the Chandman Sum area of Gobi-Altai province, it is very rich in seals and symbols of ancient hunters and tribes. There is also a monument of ancient Turkic writing here. Here are all the representations found in the rock paintings, and most notably, the depiction of hunters hunting in large groups, all wearing the same hat hanging back on their heads, without any other clothing, is a warrior. A wolf and a leopard are realistically depicted chasing prey with their tails wide open. The Shaahar Head rock paintings are a monument to further research with themes and content that span multiple generations.",,,demo/landmarks/Шаахар толгой.jpg,demo/landmarks/Шаахар толгой.jpg
1/25/2023 8:40:25,Darkhan-Uul,The sacred Darkhan mountain,다르항 산 ,해발 1239m 높이의 산은 다르항올 아이막에 위치하며 엣부터 숭배해온 산이다. ,"Ikh Darkhan Mountain is a local sacred mountain located at 1239 m above sea level on the north side of Shary River. The Yellow River flows under the west of Great Darkhan Mountain... In the past, Darkhan Mountain was a beautiful mountain surrounded by forests with plenty of deer and elk, so the local people worshiped it. Not only has the province been named after this mountain, but the mountain has been taken under the special protection of Darkhan-Uul province.",,,demo/landmarks/Дархан уул.jfif,demo/landmarks/Дархан уул.jfif
1/25/2023 8:42:46,Darkhan-Uul,The tree of love,사랑의 나무 ,"다르항올 아이막에 위치하는 나무는 남녀가 껴 앉고 있는 뜻한 모습이며, 좋은 사람을 만나게 해 달라고 소원을 빈다. ","On the way to Zulzagan river recreation area in Darkhan-Uul province, there is a dirt road through a pine forest. They are intertwined, and the male tree is wider and brown, while the female tree is narrower, slimmer and pale yellow in color. Near the couple of trees is a small mound built by the locals. It is a tradition that unmarried young people worship in that mound with the hope that they will find a good spouse and love them.",,,demo/landmarks/дурлалын мод.jfif,demo/landmarks/дурлалын мод.jfif
1/25/2023 8:47:45,Darkhan-Uul,Picture of the Yellow River,샤링걸 암각화,다르항올 아이막에서 북쪽으로 25km 떨어져 있다.,"Tsagaan Nuur is a small lake located in the northern valley of the Yellow River, about 25 km north of Darkhan. About 5 km to the east of the lake, there is a small rocky mountain that juts out from the north into the valley of the Yellow River, and there are more than 20 small graves with round and square stone dams on the south and right sides. In 1980, the team of the Mongolian-Soviet joint historical and cultural expedition led by A.P. Okpadnikov and D.Dorge discovered that three areas of red chalk were painted on the smooth rocks in front of that mountain.",,,demo/landmarks/шарын голын зосон зураг.jpeg,demo/landmarks/шарын голын зосон зураг.jpeg
1/25/2023 9:02:09,Dornogovi,Nose monastery,하마르 사원 ,이 사원은 더른고비아이막 중심인 사잉샨드시에서 45km 떨어져 있다. 19세기 유명시인인 단장랍자가 1820년 당시 17세 대 어워르하마르라는 곳에 이 사원을 설립하였다. ,"Located 521 km from Ulaanbaatar, in the Erdene Sum region of Dornogovi province, and 38 km south of Sainshand city, Khamry monastery is one of the 3 monasteries of Sharil Mountain established by nobleman Danzanravjaa, and one of the monuments where he lived and created his art. This monastery, founded in 1821, has 4 parts: Eastern Range, Western Range, Tsokhon, and Duinheri. Most of them have Tibetan and Mongolian temples. In the eastern part of the country, the nobles lived mainly, and here there were the provinces of Khambyn, Lamnar, Shuteeniy, and Nomchi, in addition to Lavrin Church, Avga datsan, children's datsan school, and library. Here was the funeral chapel of nobleman Jamyan Oydovjamts IV and nobleman Luvsandondov VI, and in the Lavrin church, nobleman Danzanravjaa and the following nobles lived. Religious rituals such as the turning of Amaa's body, taking out tsams, and entertainment were often held at Khamrin Monastery, and the play ""Biography of the Moon Cuckoo"" by Mr. Khutagt was staged every year. The stage where ""Biography of the Moon Cuckoo"" was performed was an open-air theater built to show the art of Mr. Noble. This building has 3 floors. The 35-jang theater with a church-shaped house was built to match the wind, so it was easy for the audience to hear the plays and music. There are ten caves in the vicinity of Khamr Monastery, where people practice spiritual meditation, and a well dug by the nobleman, which the local people call the nobleman's blessed water. He wrote that the water of El well is useful for removing stomach and liver internal organs sins in his book ""Sutra orshvoy of the blessed water of the spring"". In 1930, Khamryn Monastery, which had 13 datsans, 4 provinces, 22 dugans, 2 stupas, and 11 temples, was completely destroyed in 1937-1938 when the monastery was set on fire.",,,demo/landmarks/хамрын хийд 2.jpg,demo/landmarks/хамрын хийд1.jpg
1/25/2023 9:25:58,Dornod,Ruins and towers of Kherlen Bars city,헤를렝 바르스 시의 터 ,중앙아시아에 유일하게 남은 거란족 수도 터이다. ,"The ruins and towers of the Red Tiger City, the only surviving Kidan period monument in the Central Asian region, date back to the Kidan Dynasty, which grew in power in the 9th century AD. At that time, when the Kidans laid the foundations to build their capital here, the local people scared them away with tigers. Researchers believe that this column, about 7 meters high, was also a watchtower of some kind of city. Herlen Bars City is the ruins of a Chinese-era city in Mongolia. This ruin is located 12 km west of Choibalsan in Tsagaan-Ovoo sum area of Dornod province, on the bank of Kherlen river.",,,demo/landmarks/Хэрлэн барс хотын туурь2.jpg,demo/landmarks/Хэрлэн барс хотын туурь.jpg
1/25/2023 9:29:35,Dornogovi,White Goddess,차강다르 이흐,초리 사원에 세워진 차강다르 이흐 암각화이다.,"There is a rock deity called Tsagaan Darem, not far from the place where Tsogchin dugana of East Janjin Choir monastery used to be. This deity is carved out of a very ancient Galba rough granite rock in a raised seven and a half cubits area, which is a unique work. It is said that in 1828, smallpox spread in the vicinity of East Choir monastery and killed many people. Therefore, the people of the area who sought a way to suppress this disease, the blessing of long life of the goddess Tsagaan Daryu, will be suppressed if the goddess is created in the direction of the main gate of Choir Datsang monastery. the disease is suppressed.",,,demo/landmarks/Цагаан дарь эх 2.jpg,demo/landmarks/Цагаан дарь эх.jpg
1/25/2023 9:33:20,Dornod,Buir Lake,보르 호수,"호수의 크기는 615km2 이다, 몽골 서부에 있는 호수 중에 제일 큰 담수호이다. 길이는 40km, 넓이는 21km, 호숫가 총 길이는 113km이다. 평균 수심은 6-10m이며, 가장 깊은 곳에서는 10-50m에 이른다. 보르호수 물은 함수탄산염, 염화나트륨, 칼슘 등을 함유하고 있다, ","336 km from the center of the province. The area is a must-see for its natural and historical beauty. The lake, which reaches 10-50 meters in its deepest part, flows into the lake from the Khalkh River and the Orshuun River, so there are willows and reeds growing along the shore. Along the southern shore of the lake, 3-5 meter high sand dams formed by tidal waves continue, and small lakes are formed between them, some of which are connected to the main lake with very fresh water.",,,demo/landmarks/Буйр нуур.jpeg,demo/landmarks/Буйр нуур.jpeg
1/25/2023 9:40:10,Dornogovi,"Suikhent Mountain, Ulgi Monastery","슈헹트 산, 울기 사원 ",1975년에 세워져 그 당시 1000명의 승려들이 기도하고 있었다. 1936년에  정치적 반대 세력이라하여 많은 스님들을 암살하였다.  지금은 사라진 도시라고도 불린다. ,"Ulgii Monastery, located in the Mandakh sum area of Dornogovi province, was founded in 1745 and had more than 1,000 monks at that time. The monastery is located at the foot of Ulgii mountain and is surrounded by Bayan-Ulaan mountains with mineral water in the northwest and Khorgo Khairkhan in the northeast. It is surrounded by the mountain and Ergeli Zoo in the south. In 1936, when more than 20 head monks of the monastery were arrested, File Case No. 1792 was opened and most of the monks were shot dead. The center of El is Ulgii monastery or the destroyed city. There are dozens of destroyed cities in Mongolia, but they are not called extinct cities, but only this monastery is called extinct city. People ask about the extinct city with great interest, but there is very little material about it. It was destroyed during the repression. At its peak, Olgii monastery was one of the largest monasteries in Govi with more than 1,000 monks and five dats.",,,demo/landmarks/Сүйхэнт уул.jpg,demo/landmarks/Сүйхэнт уул1.jpg
1/26/2023 2:41:41,Dornogovi,Tsonji Stone,천징 촐로 ,"세로로 6각형이 서로 달라붙은 듯한 기이한 형태의 푸른색 돌, 대자연이 만들어낸 작은 산이다. ","Tsonj head, located 55 km northeast of the center of Sumy, is a small mountain of blue stone with a curious shape like six-sided vertical oblongs sticking to each other, and an exquisite work of Mother Nature. There are traces of digging from this stone in ancient times. The excavated area is 3-4 meters deep and is a uniform set of long, narrow, straight stones that look like a cut stone floor when viewed from above. The man-made 6-sided columns of blue stone rocks are 6-7 m high and 15-20 cm wide. This column formed and crystallized under enormous pressure. The locals call it ""Tsonji stone"". This unique mountain was registered under the special protection of the provincial nature reserve in 1988 with an area of 18.0 hectares.",,,demo/landmarks/Цонжийн Чулуу 2.jpg,demo/landmarks/Цонжийн Чулуу 1.jpg
1/26/2023 3:09:19,Dornogovi,Eternal spring,부르덴 오스 불후 샘물,"모래사막, 샘물, 고비 사막의 아름다운 오아시스다.","""It is located 27 km southwest from the center of Erdene Sum, Dornogovi province. It is an oasis of sand dunes, springs and Gobi region with an area of 11 hectares. It is a very beautiful natural place with 108 springs in the steep sand dunes, grass, wells and trees. It looks like an ordinary sand dune like an oasis with water, but the magic of the sand is still surprising. D. Ravjaa, a fierce nobleman of Govi, brought his monks and trained guest monks who would read books in each of the 108 springs, and the monks stayed for 3-7 days. (Luijin is a book that is read at dusk to remove the impurities of the body, mind, and spirit) A small monastery named Dogmiddorj on the northern side of Burdene spring and the ruins of a small monastery on the mountain slope is said to have healing properties for kidney stones and acute chronic inflammation of the kidneys. There is also eternal water in the mouth of the elm tree in the western part of Adramgi mountain, which is 38 km from the center of Soum. There is a spring. A variety of insects and reptiles abound in this estuary. According to a legend, once upon a time, a man named Munkh, who disappeared, had his hat and a cigarette bag floating on the water of the spring, so it was named after him. The spring does not dry up. Because it can be named because it has eternal water. It is said that various natural elements, poisonous and non-poisonous giant and arrow snakes abound here.",,,demo/landmarks/Бүрдэнэ Булаг Мөнхийн Ам.jpg,demo/landmarks/Бүрдэнэ Булаг Мөнхийн Ам.jpg
1/26/2023 3:14:20,Dornogovi,Dinner on patrol,엘겔링 조,더른고비 아이막에 위치하는 고고학적 유물들이 많은 곳이다.,"Ergeli Zoo in the area of Khatanbulag Sum, Dornogovi Province, is a place rich in archeological finds with strange natural formations. It is a table-shaped plateau made of sedimentary rocks, which has preserved fossils of ancient mammalian fish, turtles, and lizards, which witnessed the biosphere of more than 30 million years ago. Therefore, in 1996, in order to preserve the rare finds of ancient animals and plants in their natural state, they were given special protection by Parliament Resolution No. 43. American scientist Roy Chapman Andrews studied it for the first time in 1922-23. There were many expeditions led by the Russian scientist I.A. Efremov and the famous Polish scientist K. Yavarovskaya. There are about 50 scientific works written by world scientists about this place, and in them it is called ""Golden Mountain"" and it is popularized by this name. Fossils of many prehistoric animals found in Ergel Zoo are kept in natural history museums of the world and Mongolia. There is a legend that since ancient times, the people worshiped this area, held horse races and wrestled. Plants such as burdana, yellow tree, bitter gourd, agy, khumel, leek, erhka, teseg, tsule, tsulhir, harmag, golden hargana, and elm grow here. In terms of fauna, Gobi's native animals such as black-tailed deer, gazelle, and moose, mammals such as foxes, wolves, cormorants, lynxes, and badgers, nightingales, partridges, sparrows, crows, ibises, blackbirds, and woodpeckers are found in the region.",,,demo/landmarks/Эргэлийн зоо2.jpg,demo/landmarks/Эргэлийн зоо1.jpg
1/26/2023 3:25:25,Dornod,Anthropomorphic stones and square graves from Elm Rock,하일랑깅 판석묘 ,"사슴돌, 석인상, 판석묘 등 청동기 시대의 문화재가 많이 발굴되었다. ","There are few places in our country with complex monuments where major cultures of the Bronze Age, such as stone statues, anthropomorphic statues, and square tombs coexist in the Khailang rock monument. Therefore, it is reasonable to consider it as a cultural complex monument where the history of Eastern Mongolian bronze weapons and major cultures of the Bronze Age coexist. Square tombs are historical and cultural immovable monuments that can provide a lot of information about the intellectual and material culture. According to the current research, about 510 Bronze Age square tombs have been excavated and analyzed in Mongolia.",,,"demo/landmarks/Хайлангийн хадны хүн дүрст чулуу, дөрвөлжин булш.jpg","demo/landmarks/хайлангийн хадны хүн дүрст чулуу, дөрвөлжин булш2.jpg"
1/26/2023 3:25:49,Dornogovi,Eye socket,누뎅깅 헝허르,"위장에 효과적인 샘물이 있다. 또한 지역 주민들이 숭배하는 작은 어워/성황당/도 있으며 매년 제의를 지낸다, ","Ughlen's Hollow is 80 km from Sainshand, 43 km from Airag Sum center, and the center of Ughlen's team is located here. In the area, there is a spring that is good for the stomach from the gap between the rocks of Ugulen, and the mouth salt that is good for the stomach is taken from the nearby area, and it is widely used by herders and animals. On the left side, there is a sacred mound called ""Blue Height"". Local people worship every year. There are rocks with strange natural formations around Tsaidm and Ugulen. From 1945 to 1960, the monastery was restored and collected books. It is said that now the idol of the god has gone to the Gandan temple. There is a story that the nobleman Danzanravjaa stopped on horseback on his way to Dalanturu hot springs in the spring of the 2nd year of Tugeemel Tyugen. It is said that the spring of the Uglen rock is good for the stomach, and only men visit the spring, and if a woman takes it, the water dries up.",,,demo/landmarks/Нүдэнгийн хонхор1.jpg,demo/landmarks/Нүдэнгийн хонхор 2.jpg
1/26/2023 3:38:55,Dornod,Great Buddha stone complex,이흐 보르한트 촐로 공원,2859-2864년도에 신을 돌로 만들어 공원을 세웠다. 공원을 만들 때 1000마리 소를동원하여 7년간 만들었다고 한다. ,"One of the major historical and cultural monuments of Eastern Mongolia, the ""Ikh Burkhant"" stone temple complex located in the Sumber sum region, was built in 1859-1864 under the initiative of Bat-Ochirin Togtohtori /To wang 1797-1868/, Jun Wang of Khalkh Setsen Khan Province. , popularly known as ""Great God"". This monument is called Aryaabal, the god who saves from eight dangers. In his hand he holds a symbol of eight meanings: lion, elephant, snake, fire, water, chains, and human thoughts. It is widely said that the Great God was built as a symbol to protect the eastern border of Mongolia from danger, but there are suggestions that To Wang saw the huge wealth flowing to Tibet, India and China due to the many worships and built it in order to establish all these virtues in his country. . It is said that the construction of the Great Buddha took seven years to move a thousand bullock carts.",,,demo/landmarks/их бурхант чулууны цогцолбор2.jfif,demo/landmarks/их бурханд чулууны цогцолбор.jpg
1/26/2023 3:53:02,Dornod,A stone statue of a five-headed man,석인상,ХIII - ХIV 세기의 문화재임에도 불구하고 손상된 흔적이 하나 없이 보존된 문화재다. ,"There were two human stones in a place called Shonkh Tavan Tolgoi, 7 km in front of Khalkhgol sum center in Dornod Province, and one of them is now on display in the National Museum of Mongolia. The image of a man sitting on a white marble chair with a backrest made of white marble is very skillfully carved and is in good condition with almost no damage. He was sitting with a long-stemmed goblet in his left hand and his right hand on the elbow of a chair. He has a broad face, plump eyebrows, and big funny eyes. He wears a round hat with a domed top, a thick brim, jeans on the top, and a fringe at the back. It is a monument of the 14th century.",,,demo/landmarks/Шонх таван толгойн хүн чулуун хөшөө2.jfif,demo/landmarks/Шонх таван толгойн хүн чулуу хөшөө.jpg
1/26/2023 4:21:08,Dornod,Victory statue on Khamar Pass,승리의 기념비,일본 전쟁 후 45년만에 소련군과 몽골군들을  위한 기념비를 세웠다. ,"This monument was erected in Khamar Pass in 1984 on the occasion of the 45th anniversary of the victory of Khalkhgol for the eternal meritorious deeds of the Mongolian Soviet warrior. The statue was built with orange copper and is 50 meters high and 33 meters wide. On the front side of the main column, there are two Mongolian Soviet soldiers standing shoulder to shoulder, and on the other side, there is an image of a Mongolian woman standing with a hoe. On the copper-cast flags on both sides of the main column of the monument, the figures and weapons of cavalrymen, infantrymen, tankmen, and pilots who took part in the battle, as well as weapons, clearly expressed the glory of the victory of the battle that took place here. This majestic light monument is an eternal monument of friendship and brotherly struggle of our two countries, parties, peoples and armed forces.",,,demo/landmarks/Хамар даваа дээрх ялалтын хөшөө.jpg,demo/landmarks/хамар даваа дээрх ялалтын хөшөө2.jfif
1/26/2023 5:40:31,Dornod,Khalkh River,할흐강,몽골의 서부국걍 근처에 흐르는 호수이다. 중극의 으흐향강 산맥에서 발원하여 흘르뷔르를 거쳐 몽골영토에 들어와 할흐강솜을 거쳐 보르호수에서 합류한다. 총 길이는 233km이다. ,"Khalkhgol Sum: The area of Ilden Wang Cape of Setsen Khan Province, now Khalkhgol Sum of Dornod Province, has a history of more than 320 years. Khalkhgol Sum is the easternmost sum of Mongolia and is one of the largest sums in terms of area. Khalkhgol is bordered by Matad Sum to the west, Holonbuir Province of China to the north, Hyangan Province of China to the east, and Shili Province to the south. This ammunition has a rich history, starting with the battle of 1939 when the Mongolian People's Army and the Russian Red Army defeated the Kwantung Army.",,,demo/landmarks/Халх гол.jpg,demo/landmarks/халх гол2.jfif
1/26/2023 6:38:26,Dundgobi,Great land stone,이흐가즈링촐로,"돈도고비 아이막의 고비옥타알, 바양자르갈랑 솜 지역에 자리잡고 있는 이흐가즈링촐로는 몽골에 있는 가장 큰 면적을 차지한 화강암 지역이다. 뾰족한 꼭대기에  특이한 모양의 바위들로 이루어진 이 지역을 2003년에 35.000ha 면적을 국가보호지역으로 지정하였다.","Located in the Gobi-Ugtaal and Gurvansaikhan regions of Dundgov Province, 478 km from Ulaanbaatar, the Great Land Stone Mountain is the largest part of the Great Granite Region of Mongolia. Located 80 km southeast of Mandalgov city, Ikhdhar Stone is about 30 km long and 15 km wide, covering an area of almost 600 square kilometers. 1565-1709m above sea level, it is composed of deep rocks such as granite, asmaljin, shale, Permian, Cretaceous, Tertiary sandstone, coal shale, variegated shale, and limestone. In 2003, the land was taken under special state protection",,,demo/landmarks/их газрын чулуу 2.jpg,demo/landmarks/Их газрын чулуу1.jpg
1/26/2023 6:49:21,Dundgobi,Del mountain,댈 산 ,"해당 산 자락에 기원전 2000년 까지 거슬러 올라가는 약 5,000개의 암각화가 오늘날까지  남았습니다.","Del Uul is located in the Tagt Bag area of Ulziit Sum, Dundgov Province. It stretches 17 km from west to east and 8 km from north to south. It is connected to Khunjli mountain in the south and Tsagaan stupa in the north. It is called Del mountain because it is made up of small pel-shaped rocks. About 5,000 petroglyphs related to medieval history dating back to 2000 BC have been preserved in the 25 km long mountain. Scholars call the place a natural art gallery. The material and intellectual relics of people from 3000 BC to the middle of the 20th century have been kept in this mountain until now. In Del Mountain, about 3,000 petroglyphs from the Bronze Age, flat stone fences with the remains of ancient people, about 20 square tombs, four monuments of runic writing, and Mongolian and Chinese inscriptions from the Tang Dynasty were discovered. There are also many interesting historical and cultural monuments that have attracted the attention of researchers, such as a huge figure painted on a rock, 32 dancing people, a house with windows, and a wrong-looking kash with a frame.",,,demo/landmarks/Дэл уул 2.jpg,demo/landmarks/дэл уул.jpg
1/26/2023 6:54:37,Dundgobi,Small ground stone,바그가즈링촐로,"돈드고비 아이막 델게르처그솜에서 서북쪽으로 37km 떨어져 있다. 초원으로 둘러쌓인 해발 1.768m 고도에 300km2 크기의 화강암 지역이다. 바위 어귀와 그 사이에 여러 샘과, 고인돌, 적석묘, 기넘비 등 유적지가 많다. ","Located 37 km northwest of the center of Delgertsogt Sum, Baga Land Stone is a granite area surrounded by plains, 1768 meters above sea level, and an area of 300 square kilometers. In addition to many springs flowing in the mouths, streams, and valleys of the Stone Mountain, there are many ancient tombs, tombs, petroglyphs, and monuments. There are many things to see in Baga Land Stone, such as Sedot's Mouth, a willow thicket canyon, Jargalant Cave, Eye Spring, Tahilgy Gorge, Ger Khad, and Hun Dynasty Tombs. There are many different pictures carved on the rock called Ger Stone, among which the picture of a man holding two ibex on a rope belongs to the Late Bronze Age. It is interesting that on a high rock not far from the stone house, two large deer are depicted in real size, 170 cm long and 90 cm high. It was named so because in the past, sedot grass grew abundantly in the mouth of Sedot. More than 300 years ago, two monks sat as hermits in the middle of the poplar grove growing in the stone canyon of El Amn. When they built their houses, they placed a small mountain stream in the middle of the house, and they used to get water for tea without leaving the house. When the monks died, they were buried alongside their works. At the mouth of Sedot there are ruins of a monastery called Lovonchamb Monastery. It is said that the temple was built by Tsorj Lama, known as the Wise Man, for meditation. Later, at the beginning of the 20th century, Zava Damdin, a representative of the yellow movement and a scientist, lived and created a group of works. Jargalant cave is an 18-meter long cave located 1 km from the mouth of Sedot. Half of it goes upright and half of it crawls while sitting.",,,demo/landmarks/бага газрын чулуу2.jpg,demo/landmarks/Бага газрын чулуу 1.jpg
1/26/2023 7:01:56,Dornod,White Mountain of Wang,왕깅 차강 산 ,할흐 솜에 위치하는 해당 산은 해발 1099m 높이이다.  해당 산을 3년에 한번씩 제의를 지내고 있다. ,"White Mountain of Wang is a mountain located near the national border in Khalkhgol Sum area of Dorno province. An ancient sacred mountain 1,099 meters above sea level. As it is a mountain in the middle of the Great Plain, the goods can be seen from a distance of 40-150 kilometers. Around the White Mountain of Wang, there are places such as Khurii White Pipe, Tsagaan Oovo, and Sang Dalai Lake, where Togtohtor, the wise king of Halkh, lived with his people. The mountain shrine was closed in 1937 and restored in 1990, and now it is worshiped once every 3 years. The White Mountain of Wangi is located in Khalkhgol Sum area of Dornod Province, 36 km from the state border. It is a sacred mountain that has been worshiped since ancient times.",,,demo/landmarks/Вангийн цагаан уул.jfif,demo/landmarks/Вангийн цагаан уул2.jfif
1/26/2023 7:03:54,Dundgobi,Ong monastery,엉그사원,돈드고비 아이막 사이항어워/성황당  솜 지역에 있는 엉그강 서안 사이항어워 산자락에 위치하는 사원터이다. 승려 이시던룬뎁과 그의 제자인 담착더르즈가 1760-1810년 사이에 이를 세웠다. ,"The ruins are located on the slopes of Saikhan-Ovoo mountain, on the left bank of a beautiful bend of the Ongi River, where the water and vegetation are smooth, in the area of Saikhan-Ovoo sum of Dundgov province, 328 km from Ulaanbaatar. Ong Monastery is called ""Gundjambaalin"" Monastery in Tibet, which means ""Hotel Giver"". It was built between 1760 and 1810 by the noble monk Ishdonlkhundev and his disciple Bar Lama Damtsagdorj. At that time, there were 28 mosques where more than 1,000 monks were studying. 15 km away from the monastery, along the banks of the Ong River, there was another monastery called ""Khoshu Khurul Monastery"", which was called the ""Three Ong Monastery"", including the Monastery of the Noble Lama, which was built on the right wing of the Ong Monastery, and the monastery of Abbot Damtsagdorji, which was built on the left wing. Ong Monastery had 4 training halls, where courses were conducted in religious philosophy, secret mantra meditation, medicine or mamba, and numerology or mathematics. The church was built in 1937 by the last Bishop Luvsandorj.",,,demo/landmarks/онгийн хийдийн туурь 2.jpg,demo/landmarks/Онгийн хийдийн туурь1.jpg
